State,Yr,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Income,IncomePerCap
Delaware,2017,943732,48.41162533431101,51.58837466568899,73.89057486659348,441513,8.994927373449242,63.01637265664405,21.359166797353488,0.3190679133482811,3.8169158193215877,0.0,12.124655516608529,17.477844557565074,39.570859311753765,17.90199622350413,23.445307460168774,8.550162864033432,10.572140183865757,81.45591746385627,7.957228853106601,2.7325593494763343,2.1071967465339734,1.1456805533774421,4.519763873642093,25.718719933201378,81.6319410595381,14.309090186620777,3.9406219138484238,0.1183468399927098,6.445332573230536,64217.675903087795,32625.371344830946
District of Columbia,2017,672391,47.44947508220663,52.55052491779336,74.8243209680082,357701,10.7,36.0,46.89999999999999,0.2,3.7000000000000006,0.0,17.4,25.5,61.7,15.299999999999999,16.7,2.7,3.6000000000000005,34.0,5.4,35.4,13.200000000000001,6.200000000000001,5.700000000000001,30.0,71.0,24.6,4.3,0.1,8.0,77649.0,50832.0
Florida,2017,20278447,48.89112563698788,51.10887436301211,71.31411493197679,9018570,24.747790518672353,54.86362334847438,15.42325517333748,0.21313725355792773,2.6330629411611257,0.03964174376864264,15.491541571206122,22.249154276952282,34.35075261927109,20.399414994649245,26.67778232228534,9.334342624955454,9.234708545481809,79.5253473700427,9.223338858246885,1.9335320500628084,1.4384765953724175,2.2120058503493887,5.649067662824478,26.974665333099722,81.93241541622986,11.969047126735104,5.9337053177691566,0.15463329119828553,7.2199042806384535,51344.329729546924,28773.663008513424
Georgia,2017,10201635,48.70677102248806,51.29322897751194,70.14535415156492,4606329,9.320667785114836,53.61957837150618,30.884126750270894,0.18209264495348043,3.7916994579790413,0.029790048359895252,17.00292421753963,24.39941966165229,35.96519329499635,16.8528141126398,24.19300373910653,9.309260927292536,13.679550032911395,79.6863777816007,10.065241973467977,2.0259170711361465,1.5173560316557104,1.6673451559480417,5.061143463768307,27.819171230886024,79.24216209460543,15.102097046208762,5.504598655019516,0.15968790296849478,7.545349358215622,56016.98937179693,28014.725088478466
Hawaii,2017,1421658,50.22171295768744,49.77828704231257,71.4987711531184,671758,10.221784071837249,22.209129551551776,1.7076815239670868,0.12380495168317557,37.01567943907747,9.214421260246839,10.350294866979258,12.920176818339135,34.20411821971248,22.867018298353052,24.904427858176863,9.511658640826418,8.512770933656336,67.22501192269871,13.67293624767701,6.5065115520047705,4.500474305353327,3.4253453362201043,4.688530926566024,27.326974631029405,72.52041201189034,20.422961851584557,6.8197437780394425,0.16224042631912877,4.858517167982735,75755.7180859774,32511.020808098714
Idaho,2017,1657375,50.11702239987933,49.88297760012067,70.48296251602684,748658,12.20347471151671,82.53425899389096,0.6330741081529527,1.0790330492495661,1.3321123463307945,0.11954886492193981,14.522344731880235,17.839986846670186,33.84703172184931,17.85860568670337,23.38591990346181,12.03832349347613,12.843889705105967,78.4517292103477,10.023915589410967,0.7230269552756619,2.746815898634889,2.1483967720039217,5.919992578625838,20.740680292631417,77.22805086356439,15.174283490459315,7.3402077984765075,0.27280892978354326,5.386717550343163,51800.31839237676,25471.297106569124
Illinois,2017,12854526,49.107995113938856,50.89200488606115,70.35280803041668,6181653,16.83797280428699,61.89975063257875,14.050853216991433,0.11806512352147407,5.177912129937734,0.00508382028244371,13.536175491807317,19.067430327652687,37.36556350658128,17.322369086188008,23.915840218456914,7.290869838374436,14.06675670499246,73.37903875257635,8.006629952749716,9.324612373882937,3.0437911751860764,1.7312907220382918,4.500349176624638,28.611702913044013,83.20684534770092,11.982204345768954,4.673441245519281,0.14478697230843046,7.36904091212698,63464.669870987585,32924.41823930342
Indiana,2017,6614418,49.260252375946,50.739747624054,73.32961116155646,3124295,6.684689446599836,79.83540049933342,9.13469626503798,0.19205195377733913,2.0656385036446143,0.015313909704527291,14.619081709078563,20.59629828353757,32.91475998341804,16.785069994064482,22.679516338398937,8.857136939334646,18.760232011342488,82.97221566583787,8.818692665023592,1.057496865181487,2.1012723417237917,1.4377293058890441,3.6118163684242517,23.444746597508654,84.6332005778891,10.677108235373087,4.530001914000597,0.1416104636870546,6.096122500876118,53709.61007171218,27304.710573175147
Iowa,2017,3118102,49.64670815771902,50.35329184228098,73.84283772628349,1599718,5.717857914846916,86.49921724818493,3.3441373309789095,0.2789227870031191,2.2664536952287,0.09120804899903849,12.022247957250919,14.749239473243653,35.06096994261254,16.498353806257782,22.660447798051496,9.547735866241707,16.246672174290637,81.0871880714614,8.416393337998564,1.05137388064919,3.377500736024671,1.4631828272455487,4.587966173011659,19.008435387937926,80.14253507422147,13.219011757793684,6.4584283644345195,0.1857932165144052,4.150382027271718,57429.446204268505,30062.564174295774
Kansas,2017,2903820,49.79578624019395,50.20421375980605,71.262578258983,1420045,11.528087174824886,76.45550622972503,5.6372301657816255,0.6508756052372391,2.7476327389438735,0.04050478335434014,12.854312147447153,16.200714231598383,37.454703287393855,16.6550588535102,22.36089953922764,9.821538903926555,13.715861795841342,82.3465781625583,9.121876011598516,0.4595655722462137,2.3753163763594163,1.4030851085811102,4.258335434014506,19.181164810491012,78.0942417574092,15.689258735045563,6.019468906474916,0.18008798754743752,4.8116654269204036,58027.72701921418,29599.446980529097
